"","measure","location","age_group","year","mean"
"4775","Unmet need for any contraceptive method","Uganda","15-49 years",1994,0.25
"4776","Unmet need for any contraceptive method","Uganda","15-49 years",1995,0.2514
"4777","Unmet need for any contraceptive method","Uganda","15-49 years",1996,0.2533
"4778","Unmet need for any contraceptive method","Uganda","15-49 years",1997,0.2551
"4779","Unmet need for any contraceptive method","Uganda","15-49 years",1998,0.2567
"4780","Unmet need for any contraceptive method","Uganda","15-49 years",1999,0.2579
"4781","Unmet need for any contraceptive method","Uganda","15-49 years",2000,0.2587
"4782","Unmet need for any contraceptive method","Uganda","15-49 years",2001,0.2602
"4783","Unmet need for any contraceptive method","Uganda","15-49 years",2002,0.2616
"4784","Unmet need for any contraceptive method","Uganda","15-49 years",2003,0.2626
"4785","Unmet need for any contraceptive method","Uganda","15-49 years",2004,0.263
"4786","Unmet need for any contraceptive method","Uganda","15-49 years",2005,0.263
"4787","Unmet need for any contraceptive method","Uganda","15-49 years",2006,0.2625
"4788","Unmet need for any contraceptive method","Uganda","15-49 years",2007,0.261
"4789","Unmet need for any contraceptive method","Uganda","15-49 years",2008,0.259
"4790","Unmet need for any contraceptive method","Uganda","15-49 years",2009,0.2568
"4791","Unmet need for any contraceptive method","Uganda","15-49 years",2010,0.2545
"4792","Unmet need for any contraceptive method","Uganda","15-49 years",2011,0.252
"4793","Unmet need for any contraceptive method","Uganda","15-49 years",2012,0.2496
"4794","Unmet need for any contraceptive method","Uganda","15-49 years",2013,0.2464
"4795","Unmet need for any contraceptive method","Uganda","15-49 years",2014,0.2417
"4796","Unmet need for any contraceptive method","Uganda","15-49 years",2015,0.2342
"4797","Unmet need for any contraceptive method","Uganda","15-49 years",2016,0.2252
"4798","Unmet need for any contraceptive method","Uganda","15-49 years",2017,0.2165
"4799","Unmet need for any contraceptive method","Uganda","15-49 years",2018,0.2089
"4800","Unmet need for any contraceptive method","Uganda","15-49 years",2019,0.2028
"4801","Unmet need for any contraceptive method","Zambia","15-49 years",1990,0.219
"4802","Unmet need for any contraceptive method","Zambia","15-49 years",1991,0.2178
"4803","Unmet need for any contraceptive method","Zambia","15-49 years",1992,0.2166
"4804","Unmet need for any contraceptive method","Zambia","15-49 years",1993,0.2151
"4805","Unmet need for any contraceptive method","Zambia","15-49 years",1994,0.2137
"4806","Unmet need for any contraceptive method","Zambia","15-49 years",1995,0.2124
"4807","Unmet need for any contraceptive method","Zambia","15-49 years",1996,0.2109
"4808","Unmet need for any contraceptive method","Zambia","15-49 years",1997,0.21
"4809","Unmet need for any contraceptive method","Zambia","15-49 years",1998,0.2092
"4810","Unmet need for any contraceptive method","Zambia","15-49 years",1999,0.2081
"4811","Unmet need for any contraceptive method","Zambia","15-49 years",2000,0.2065
"4812","Unmet need for any contraceptive method","Zambia","15-49 years",2001,0.2048
"4813","Unmet need for any contraceptive method","Zambia","15-49 years",2002,0.2032
"4814","Unmet need for any contraceptive method","Zambia","15-49 years",2003,0.2017
"4815","Unmet need for any contraceptive method","Zambia","15-49 years",2004,0.2003
"4816","Unmet need for any contraceptive method","Zambia","15-49 years",2005,0.1987
"4817","Unmet need for any contraceptive method","Zambia","15-49 years",2006,0.1969
"4818","Unmet need for any contraceptive method","Zambia","15-49 years",2007,0.1944
"4819","Unmet need for any contraceptive method","Zambia","15-49 years",2008,0.1913
"4820","Unmet need for any contraceptive method","Zambia","15-49 years",2009,0.1874
"4821","Unmet need for any contraceptive method","Zambia","15-49 years",2010,0.1827
"4822","Unmet need for any contraceptive method","Zambia","15-49 years",2011,0.1777
"4823","Unmet need for any contraceptive method","Zambia","15-49 years",2012,0.1729
"4824","Unmet need for any contraceptive method","Zambia","15-49 years",2013,0.1685
"4825","Unmet need for any contraceptive method","Zambia","15-49 years",2014,0.1651
"4826","Unmet need for any contraceptive method","Zambia","15-49 years",2015,0.1623
"4827","Unmet need for any contraceptive method","Zambia","15-49 years",2016,0.1598
"4828","Unmet need for any contraceptive method","Zambia","15-49 years",2017,0.1576
"4829","Unmet need for any contraceptive method","Zambia","15-49 years",2018,0.1554
"4830","Unmet need for any contraceptive method","Zambia","15-49 years",2019,0.1534
"4831","Unmet need for any contraceptive method","Botswana","15-49 years",1990,0.1473
"4832","Unmet need for any contraceptive method","Botswana","15-49 years",1991,0.1437
"4833","Unmet need for any contraceptive method","Botswana","15-49 years",1992,0.1406
"4834","Unmet need for any contraceptive method","Botswana","15-49 years",1993,0.1378
"4835","Unmet need for any contraceptive method","Botswana","15-49 years",1994,0.1351
"4836","Unmet need for any contraceptive method","Botswana","15-49 years",1995,0.1325
"4837","Unmet need for any contraceptive method","Botswana","15-49 years",1996,0.1297
"4838","Unmet need for any contraceptive method","Botswana","15-49 years",1997,0.1268
"4839","Unmet need for any contraceptive method","Botswana","15-49 years",1998,0.1241
"4840","Unmet need for any contraceptive method","Botswana","15-49 years",1999,0.121
"4841","Unmet need for any contraceptive method","Botswana","15-49 years",2000,0.118
"4842","Unmet need for any contraceptive method","Botswana","15-49 years",2001,0.1147
"4843","Unmet need for any contraceptive method","Botswana","15-49 years",2002,0.1112
"4844","Unmet need for any contraceptive method","Botswana","15-49 years",2003,0.1076
"4845","Unmet need for any contraceptive method","Botswana","15-49 years",2004,0.1041
"4846","Unmet need for any contraceptive method","Botswana","15-49 years",2005,0.1006
"4847","Unmet need for any contraceptive method","Botswana","15-49 years",2006,0.09719
"4848","Unmet need for any contraceptive method","Botswana","15-49 years",2007,0.09391
"4849","Unmet need for any contraceptive method","Botswana","15-49 years",2008,0.09172
"4850","Unmet need for any contraceptive method","Botswana","15-49 years",2009,0.09029
"4851","Unmet need for any contraceptive method","Botswana","15-49 years",2010,0.08888
"4852","Unmet need for any contraceptive method","Botswana","15-49 years",2011,0.08756
"4853","Unmet need for any contraceptive method","Botswana","15-49 years",2012,0.08638
"4854","Unmet need for any contraceptive method","Botswana","15-49 years",2013,0.08509
"4855","Unmet need for any contraceptive method","Botswana","15-49 years",2014,0.0839
"4856","Unmet need for any contraceptive method","Botswana","15-49 years",2015,0.083
"4857","Unmet need for any contraceptive method","Botswana","15-49 years",2016,0.08209
"4858","Unmet need for any contraceptive method","Botswana","15-49 years",2017,0.08128
"4859","Unmet need for any contraceptive method","Botswana","15-49 years",2018,0.08047
"4860","Unmet need for any contraceptive method","Botswana","15-49 years",2019,0.07967
"4861","Unmet need for any contraceptive method","Lesotho","15-49 years",1990,0.2319
"4862","Unmet need for any contraceptive method","Lesotho","15-49 years",1991,0.2273
"4863","Unmet need for any contraceptive method","Lesotho","15-49 years",1992,0.2229
"4864","Unmet need for any contraceptive method","Lesotho","15-49 years",1993,0.2188
"4865","Unmet need for any contraceptive method","Lesotho","15-49 years",1994,0.2149
"4866","Unmet need for any contraceptive method","Lesotho","15-49 years",1995,0.2115
"4867","Unmet need for any contraceptive method","Lesotho","15-49 years",1996,0.2083
"4868","Unmet need for any contraceptive method","Lesotho","15-49 years",1997,0.2054
"4869","Unmet need for any contraceptive method","Lesotho","15-49 years",1998,0.2029
"4870","Unmet need for any contraceptive method","Lesotho","15-49 years",1999,0.2004
"4871","Unmet need for any contraceptive method","Lesotho","15-49 years",2000,0.1976
"4872","Unmet need for any contraceptive method","Lesotho","15-49 years",2001,0.1939
"4873","Unmet need for any contraceptive method","Lesotho","15-49 years",2002,0.1905
"4874","Unmet need for any contraceptive method","Lesotho","15-49 years",2003,0.187
"4875","Unmet need for any contraceptive method","Lesotho","15-49 years",2004,0.1832
"4876","Unmet need for any contraceptive method","Lesotho","15-49 years",2005,0.1773
"4877","Unmet need for any contraceptive method","Lesotho","15-49 years",2006,0.1708
"4878","Unmet need for any contraceptive method","Lesotho","15-49 years",2007,0.1638
"4879","Unmet need for any contraceptive method","Lesotho","15-49 years",2008,0.1565
"4880","Unmet need for any contraceptive method","Lesotho","15-49 years",2009,0.1489
"4881","Unmet need for any contraceptive method","Lesotho","15-49 years",2010,0.1416
"4882","Unmet need for any contraceptive method","Lesotho","15-49 years",2011,0.1347
"4883","Unmet need for any contraceptive method","Lesotho","15-49 years",2012,0.1296
"4884","Unmet need for any contraceptive method","Lesotho","15-49 years",2013,0.1256
"4885","Unmet need for any contraceptive method","Lesotho","15-49 years",2014,0.1222
"4886","Unmet need for any contraceptive method","Lesotho","15-49 years",2015,0.12
"4887","Unmet need for any contraceptive method","Lesotho","15-49 years",2016,0.1183
"4888","Unmet need for any contraceptive method","Lesotho","15-49 years",2017,0.117
"4889","Unmet need for any contraceptive method","Lesotho","15-49 years",2018,0.116
"4890","Unmet need for any contraceptive method","Lesotho","15-49 years",2019,0.1156
"4891","Unmet need for any contraceptive method","Namibia","15-49 years",1990,0.1581
"4892","Unmet need for any contraceptive method","Namibia","15-49 years",1991,0.157
"4893","Unmet need for any contraceptive method","Namibia","15-49 years",1992,0.1557
"4894","Unmet need for any contraceptive method","Namibia","15-49 years",1993,0.1556
"4895","Unmet need for any contraceptive method","Namibia","15-49 years",1994,0.1553
"4896","Unmet need for any contraceptive method","Namibia","15-49 years",1995,0.1548
"4897","Unmet need for any contraceptive method","Namibia","15-49 years",1996,0.1542
"4898","Unmet need for any contraceptive method","Namibia","15-49 years",1997,0.1532
"4899","Unmet need for any contraceptive method","Namibia","15-49 years",1998,0.152
"4900","Unmet need for any contraceptive method","Namibia","15-49 years",1999,0.1503
"4901","Unmet need for any contraceptive method","Namibia","15-49 years",2000,0.1482
"4902","Unmet need for any contraceptive method","Namibia","15-49 years",2001,0.1451
"4903","Unmet need for any contraceptive method","Namibia","15-49 years",2002,0.1419
"4904","Unmet need for any contraceptive method","Namibia","15-49 years",2003,0.1387
"4905","Unmet need for any contraceptive method","Namibia","15-49 years",2004,0.1353
"4906","Unmet need for any contraceptive method","Namibia","15-49 years",2005,0.132
"4907","Unmet need for any contraceptive method","Namibia","15-49 years",2006,0.1289
"4908","Unmet need for any contraceptive method","Namibia","15-49 years",2007,0.1264
"4909","Unmet need for any contraceptive method","Namibia","15-49 years",2008,0.1242
"4910","Unmet need for any contraceptive method","Namibia","15-49 years",2009,0.1226
"4911","Unmet need for any contraceptive method","Namibia","15-49 years",2010,0.1211
"4912","Unmet need for any contraceptive method","Namibia","15-49 years",2011,0.1197
"4913","Unmet need for any contraceptive method","Namibia","15-49 years",2012,0.1184
"4914","Unmet need for any contraceptive method","Namibia","15-49 years",2013,0.117
"4915","Unmet need for any contraceptive method","Namibia","15-49 years",2014,0.1156
"4916","Unmet need for any contraceptive method","Namibia","15-49 years",2015,0.1142
"4917","Unmet need for any contraceptive method","Namibia","15-49 years",2016,0.1129
"4918","Unmet need for any contraceptive method","Namibia","15-49 years",2017,0.1117
"4919","Unmet need for any contraceptive method","Namibia","15-49 years",2018,0.1106
"4920","Unmet need for any contraceptive method","Namibia","15-49 years",2019,0.1097
"4921","Unmet need for any contraceptive method","South Africa","15-49 years",1990,0.1352
"4922","Unmet need for any contraceptive method","South Africa","15-49 years",1991,0.1332
